province_name,year,building_count
Noord-Brabant,1544,1
Noord-Brabant,1546,2
Noord-Brabant,1548,2
Noord-Brabant,1549,1
Noord-Brabant,1550,76
Noord-Brabant,1554,1
Noord-Brabant,1555,4
Noord-Brabant,1556,4
Noord-Brabant,1557,2
Noord-Brabant,1558,2
Noord-Brabant,1560,5
Noord-Brabant,1562,2
Noord-Brabant,1564,3
Noord-Brabant,1565,2
Noord-Brabant,1566,6
Noord-Brabant,1567,1
Noord-Brabant,1568,2
Noord-Brabant,1570,4
Noord-Brabant,1571,1
Noord-Brabant,1573,1
Noord-Brabant,1574,1
Noord-Brabant,1575,6
Noord-Brabant,1576,1
Noord-Brabant,1577,1
Noord-Brabant,1580,8
Noord-Brabant,1581,2
Noord-Brabant,1585,4
Noord-Brabant,1586,1
Noord-Brabant,1587,1
Noord-Brabant,1590,4
Noord-Brabant,1591,2
Noord-Brabant,1593,3
Noord-Brabant,1594,4
Noord-Brabant,1596,3
Noord-Brabant,1597,2
Noord-Brabant,1598,2
Noord-Brabant,1599,3
Noord-Brabant,1600,177
Noord-Brabant,1601,4
Noord-Brabant,1602,2
Noord-Brabant,1603,11
Noord-Brabant,1604,4
Noord-Brabant,1605,1
Noord-Brabant,1606,3
Noord-Brabant,1607,4
Noord-Brabant,1608,5
Noord-Brabant,1609,2
Noord-Brabant,1610,13
Noord-Brabant,1611,9
Noord-Brabant,1612,7
Noord-Brabant,1613,9
Noord-Brabant,1614,6
Noord-Brabant,1615,6
Noord-Brabant,1616,3
Noord-Brabant,1617,2
Noord-Brabant,1618,3
Noord-Brabant,1619,9
Noord-Brabant,1620,8
Noord-Brabant,1621,6
Noord-Brabant,1622,4
Noord-Brabant,1623,1
Noord-Brabant,1624,5
Noord-Brabant,1625,9
Noord-Brabant,1626,4
Noord-Brabant,1627,3
Noord-Brabant,1628,3
Noord-Brabant,1629,7
Noord-Brabant,1630,16
Noord-Brabant,1631,5
Noord-Brabant,1632,6
Noord-Brabant,1633,4
Noord-Brabant,1634,4
Noord-Brabant,1635,4
Noord-Brabant,1636,6
Noord-Brabant,1637,1
Noord-Brabant,1638,3
Noord-Brabant,1639,3
Noord-Brabant,1640,21
Noord-Brabant,1641,4
Noord-Brabant,1642,2
Noord-Brabant,1643,1
Noord-Brabant,1644,5
Noord-Brabant,1645,10
Noord-Brabant,1646,3
Noord-Brabant,1647,9
Noord-Brabant,1648,11
Noord-Brabant,1649,6
Noord-Brabant,1650,132
Noord-Brabant,1651,3
Noord-Brabant,1652,3
Noord-Brabant,1653,3
Noord-Brabant,1655,7
Noord-Brabant,1656,3
Noord-Brabant,1657,2
Noord-Brabant,1658,5
Noord-Brabant,1659,1
Noord-Brabant,1660,9
Noord-Brabant,1661,7
Noord-Brabant,1662,2
Noord-Brabant,1663,1
Noord-Brabant,1664,7
Noord-Brabant,1665,7
Noord-Brabant,1666,4
Noord-Brabant,1667,4
Noord-Brabant,1668,1
Noord-Brabant,1669,2
Noord-Brabant,1670,12
Noord-Brabant,1671,7
Noord-Brabant,1672,2
Noord-Brabant,1673,2
Noord-Brabant,1674,3
Noord-Brabant,1675,4
Noord-Brabant,1677,2
Noord-Brabant,1678,2
Noord-Brabant,1679,1
Noord-Brabant,1680,28
Noord-Brabant,1681,13
Noord-Brabant,1682,5
Noord-Brabant,1684,2
Noord-Brabant,1685,5
Noord-Brabant,1686,7
Noord-Brabant,1687,1
Noord-Brabant,1688,2
Noord-Brabant,1689,1
Noord-Brabant,1690,12
Noord-Brabant,1691,1
Noord-Brabant,1692,1
Noord-Brabant,1693,4
Noord-Brabant,1694,2
Noord-Brabant,1695,5
Noord-Brabant,1697,3
Noord-Brabant,1698,6
Noord-Brabant,1699,7
Noord-Brabant,1700,216
Noord-Brabant,1701,1
Noord-Brabant,1702,5
Noord-Brabant,1703,1
Noord-Brabant,1704,1
Noord-Brabant,1705,1
Noord-Brabant,1706,1
Noord-Brabant,1707,2
Noord-Brabant,1708,3
Noord-Brabant,1709,6
Noord-Brabant,1710,4
Noord-Brabant,1711,8
Noord-Brabant,1712,7
Noord-Brabant,1713,5
Noord-Brabant,1714,5
Noord-Brabant,1715,15
Noord-Brabant,1716,2
Noord-Brabant,1717,4
Noord-Brabant,1718,4
Noord-Brabant,1719,3
Noord-Brabant,1720,16
Noord-Brabant,1721,7
Noord-Brabant,1722,4
Noord-Brabant,1724,1
Noord-Brabant,1725,11
Noord-Brabant,1726,2
Noord-Brabant,1727,1
Noord-Brabant,1728,1
Noord-Brabant,1729,1
Noord-Brabant,1730,9
Noord-Brabant,1731,4
Noord-Brabant,1732,6
Noord-Brabant,1733,4
Noord-Brabant,1734,5
Noord-Brabant,1735,11
Noord-Brabant,1736,8
Noord-Brabant,1737,10
Noord-Brabant,1738,3
Noord-Brabant,1739,4
Noord-Brabant,1740,10
Noord-Brabant,1741,6
Noord-Brabant,1742,10
Noord-Brabant,1743,4
Noord-Brabant,1744,16
Noord-Brabant,1745,7
Noord-Brabant,1746,2
Noord-Brabant,1747,7
Noord-Brabant,1748,7
Noord-Brabant,1749,10
Noord-Brabant,1750,287
Noord-Brabant,1751,13
Noord-Brabant,1752,3
Noord-Brabant,1753,5
Noord-Brabant,1754,3
Noord-Brabant,1755,3
Noord-Brabant,1756,8
Noord-Brabant,1757,3
Noord-Brabant,1758,4
Noord-Brabant,1759,3
Noord-Brabant,1760,28
Noord-Brabant,1761,8
Noord-Brabant,1762,5
Noord-Brabant,1763,6
Noord-Brabant,1764,9
Noord-Brabant,1765,11
Noord-Brabant,1766,2
Noord-Brabant,1767,13
Noord-Brabant,1768,9
Noord-Brabant,1769,5
Noord-Brabant,1770,25
Noord-Brabant,1771,10
Noord-Brabant,1772,5
Noord-Brabant,1773,5
Noord-Brabant,1774,2
Noord-Brabant,1775,22
Noord-Brabant,1776,11
Noord-Brabant,1777,6
Noord-Brabant,1778,14
Noord-Brabant,1779,8
Noord-Brabant,1780,69
Noord-Brabant,1781,6
Noord-Brabant,1782,2
Noord-Brabant,1783,4
Noord-Brabant,1784,6
Noord-Brabant,1785,13
Noord-Brabant,1786,5
Noord-Brabant,1787,7
Noord-Brabant,1788,7
Noord-Brabant,1789,12
Noord-Brabant,1790,38
Noord-Brabant,1791,19
Noord-Brabant,1792,11
Noord-Brabant,1793,10
Noord-Brabant,1794,3
Noord-Brabant,1795,14
Noord-Brabant,1796,11
Noord-Brabant,1797,9
Noord-Brabant,1798,7
Noord-Brabant,1799,9
Noord-Brabant,1800,838
Noord-Brabant,1801,58
Noord-Brabant,1802,8
Noord-Brabant,1803,9
Noord-Brabant,1804,12
Noord-Brabant,1805,11
Noord-Brabant,1806,13
Noord-Brabant,1807,11
Noord-Brabant,1808,10
Noord-Brabant,1809,17
Noord-Brabant,1810,45
Noord-Brabant,1811,13
Noord-Brabant,1812,12
Noord-Brabant,1813,11
Noord-Brabant,1814,5
Noord-Brabant,1815,18
Noord-Brabant,1816,9
Noord-Brabant,1817,7
Noord-Brabant,1818,12
Noord-Brabant,1819,12
Noord-Brabant,1820,78
Noord-Brabant,1821,17
Noord-Brabant,1822,6
Noord-Brabant,1823,15
Noord-Brabant,1824,16
Noord-Brabant,1825,147
Noord-Brabant,1826,17
Noord-Brabant,1827,9
Noord-Brabant,1828,7
Noord-Brabant,1829,10
Noord-Brabant,1830,129
Noord-Brabant,1831,10
Noord-Brabant,1832,101
Noord-Brabant,1833,34
Noord-Brabant,1834,29
Noord-Brabant,1835,41
Noord-Brabant,1836,24
Noord-Brabant,1837,30
Noord-Brabant,1838,25
Noord-Brabant,1839,11
Noord-Brabant,1840,129
Noord-Brabant,1841,27
Noord-Brabant,1842,20
Noord-Brabant,1843,25
Noord-Brabant,1844,18
Noord-Brabant,1845,41
Noord-Brabant,1846,18
Noord-Brabant,1847,23
Noord-Brabant,1848,20
Noord-Brabant,1849,21
Noord-Brabant,1850,1193
Noord-Brabant,1851,45
Noord-Brabant,1852,30
Noord-Brabant,1853,28
Noord-Brabant,1854,30
Noord-Brabant,1855,31
Noord-Brabant,1856,85
Noord-Brabant,1857,34
Noord-Brabant,1858,38
Noord-Brabant,1859,19
Noord-Brabant,1860,387
Noord-Brabant,1861,28
Noord-Brabant,1862,28
Noord-Brabant,1863,39
Noord-Brabant,1864,38
Noord-Brabant,1865,97
Noord-Brabant,1866,68
Noord-Brabant,1867,100
Noord-Brabant,1868,50
Noord-Brabant,1869,84
Noord-Brabant,1870,595
Noord-Brabant,1871,64
Noord-Brabant,1872,84
Noord-Brabant,1873,68
Noord-Brabant,1874,84
Noord-Brabant,1875,371
Noord-Brabant,1876,105
Noord-Brabant,1877,68
Noord-Brabant,1878,90
Noord-Brabant,1879,118
Noord-Brabant,1880,1201
Noord-Brabant,1881,105
Noord-Brabant,1882,100
Noord-Brabant,1883,99
Noord-Brabant,1884,133
Noord-Brabant,1885,178
Noord-Brabant,1886,138
Noord-Brabant,1887,108
Noord-Brabant,1888,169
Noord-Brabant,1889,144
Noord-Brabant,1890,1372
Noord-Brabant,1891,97
Noord-Brabant,1892,144
Noord-Brabant,1893,107
Noord-Brabant,1894,223
Noord-Brabant,1895,408
Noord-Brabant,1896,247
Noord-Brabant,1897,155
Noord-Brabant,1898,254
Noord-Brabant,1899,376
Noord-Brabant,1900,5553
Noord-Brabant,1901,2272
Noord-Brabant,1902,491
Noord-Brabant,1903,505
Noord-Brabant,1904,375
Noord-Brabant,1905,4600
Noord-Brabant,1906,1690
Noord-Brabant,1907,501
Noord-Brabant,1908,665
Noord-Brabant,1909,702
Noord-Brabant,1910,3740
Noord-Brabant,1911,671
Noord-Brabant,1912,754
Noord-Brabant,1913,574
Noord-Brabant,1914,496
Noord-Brabant,1915,1318
Noord-Brabant,1916,437
Noord-Brabant,1917,541
Noord-Brabant,1918,1103
Noord-Brabant,1919,2831
Noord-Brabant,1920,7020
Noord-Brabant,1921,1505
Noord-Brabant,1922,1947
Noord-Brabant,1923,1472
Noord-Brabant,1924,1392
Noord-Brabant,1925,4642
Noord-Brabant,1926,3853
Noord-Brabant,1927,1783
Noord-Brabant,1928,4941
Noord-Brabant,1929,3578
Noord-Brabant,1930,11106
Noord-Brabant,1931,4542
Noord-Brabant,1932,2199
Noord-Brabant,1933,4238
Noord-Brabant,1934,3175
Noord-Brabant,1935,5910
Noord-Brabant,1936,4490
Noord-Brabant,1937,2048
Noord-Brabant,1938,6611
Noord-Brabant,1939,2854
Noord-Brabant,1940,2388
Noord-Brabant,1941,1258
Noord-Brabant,1942,653
Noord-Brabant,1943,309
Noord-Brabant,1944,381
Noord-Brabant,1945,910
Noord-Brabant,1946,1062
Noord-Brabant,1947,3900
Noord-Brabant,1948,6299
Noord-Brabant,1949,5525
Noord-Brabant,1950,10278
Noord-Brabant,1951,3997
Noord-Brabant,1952,7115
Noord-Brabant,1953,7646
Noord-Brabant,1954,8659
Noord-Brabant,1955,10294
Noord-Brabant,1956,8178
Noord-Brabant,1957,11668
Noord-Brabant,1958,9659
Noord-Brabant,1959,10849
Noord-Brabant,1960,17644
Noord-Brabant,1961,11659
Noord-Brabant,1962,14793
Noord-Brabant,1963,14342
Noord-Brabant,1964,14820
Noord-Brabant,1965,21690
Noord-Brabant,1966,18772
Noord-Brabant,1967,18487
Noord-Brabant,1968,17889
Noord-Brabant,1969,19298
Noord-Brabant,1970,25525
Noord-Brabant,1971,18355
Noord-Brabant,1972,26907
Noord-Brabant,1973,24749
Noord-Brabant,1974,21324
Noord-Brabant,1975,27031
Noord-Brabant,1976,17418
Noord-Brabant,1977,16464
Noord-Brabant,1978,17901
Noord-Brabant,1979,14896
Noord-Brabant,1980,20516
Noord-Brabant,1981,13491
Noord-Brabant,1982,14339
Noord-Brabant,1983,12683
Noord-Brabant,1984,13709
Noord-Brabant,1985,16158
Noord-Brabant,1986,16458
Noord-Brabant,1987,17373
Noord-Brabant,1988,18187
Noord-Brabant,1989,16745
Noord-Brabant,1990,17256
Noord-Brabant,1991,12437
Noord-Brabant,1992,13249
Noord-Brabant,1993,12308
Noord-Brabant,1994,12271
Noord-Brabant,1995,13271
Noord-Brabant,1996,13838
Noord-Brabant,1997,14735
Noord-Brabant,1998,11227
Noord-Brabant,1999,11360
Noord-Brabant,2000,10979
Noord-Brabant,2001,8061
Noord-Brabant,2002,7174
Noord-Brabant,2003,6975
Noord-Brabant,2004,7865
Noord-Brabant,2005,6783
Noord-Brabant,2006,8177
Noord-Brabant,2007,8328
Noord-Brabant,2008,8373
Noord-Brabant,2009,8863
Noord-Brabant,2010,6682
Noord-Brabant,2011,7391
Noord-Brabant,2012,6956
Noord-Brabant,2013,5851
Noord-Brabant,2014,4884
Noord-Brabant,2015,5721
Noord-Brabant,2016,6843
Noord-Brabant,2017,7837
Noord-Brabant,2018,9982
Noord-Brabant,2019,10071
Noord-Brabant,2020,9793
Noord-Brabant,2021,9355
Noord-Brabant,2022,9344
Noord-Brabant,2023,9586
Noord-Brabant,2024,12296
Noord-Brabant,2025,11629
Noord-Brabant,2026,1224
Noord-Brabant,7777,1
Noord-Brabant,9999,154
Noord-Holland,1,1
Noord-Holland,1005,222
Noord-Holland,1100,1
Noord-Holland,1143,1
Noord-Holland,1150,1
Noord-Holland,1175,1
Noord-Holland,1201,1
Noord-Holland,1250,2
Noord-Holland,1261,1
Noord-Holland,1282,1
Noord-Holland,1285,1
Noord-Holland,1288,1
Noord-Holland,1300,1
Noord-Holland,1316,1
Noord-Holland,1330,1
Noord-Holland,1347,2
Noord-Holland,1350,1
Noord-Holland,1355,2
Noord-Holland,1375,1
Noord-Holland,1380,1
Noord-Holland,1390,3
Noord-Holland,1396,12
Noord-Holland,1400,11
Noord-Holland,1420,1
Noord-Holland,1422,1
Noord-Holland,1430,1
Noord-Holland,1431,1
Noord-Holland,1440,3
Noord-Holland,1441,1
Noord-Holland,1450,2
Noord-Holland,1452,1
Noord-Holland,1455,1
Noord-Holland,1462,3
Noord-Holland,1467,1
Noord-Holland,1470,2
Noord-Holland,1475,1
Noord-Holland,1480,2
Noord-Holland,1481,1
Noord-Holland,1485,1
Noord-Holland,1489,12
Noord-Holland,1492,1
Noord-Holland,1496,1
Noord-Holland,1500,13
Noord-Holland,1508,1
Noord-Holland,1511,1
Noord-Holland,1514,1
Noord-Holland,1515,1
Noord-Holland,1517,1
Noord-Holland,1518,1
Noord-Holland,1519,1
Noord-Holland,1520,1
Noord-Holland,1521,2
Noord-Holland,1524,1
Noord-Holland,1525,2
Noord-Holland,1530,1
Noord-Holland,1532,1
Noord-Holland,1535,1
Noord-Holland,1536,3
Noord-Holland,1537,1
Noord-Holland,1540,9
Noord-Holland,1547,1
Noord-Holland,1549,2
Noord-Holland,1550,13
Noord-Holland,1554,1
Noord-Holland,1555,14
Noord-Holland,1557,1
Noord-Holland,1558,4
Noord-Holland,1559,3
Noord-Holland,1560,5
Noord-Holland,1561,1
Noord-Holland,1563,2
Noord-Holland,1565,4
Noord-Holland,1566,1
Noord-Holland,1567,1
Noord-Holland,1569,1
Noord-Holland,1570,2
Noord-Holland,1571,1
Noord-Holland,1572,1
Noord-Holland,1573,2
Noord-Holland,1575,7
Noord-Holland,1576,2
Noord-Holland,1578,2
Noord-Holland,1579,1
Noord-Holland,1580,13
Noord-Holland,1581,1
Noord-Holland,1584,2
Noord-Holland,1585,3
Noord-Holland,1586,4
Noord-Holland,1587,4
Noord-Holland,1589,1
Noord-Holland,1590,17
Noord-Holland,1591,2
Noord-Holland,1592,62
Noord-Holland,1593,4
Noord-Holland,1595,8
Noord-Holland,1596,1
Noord-Holland,1597,8
Noord-Holland,1598,6
Noord-Holland,1599,2
Noord-Holland,1600,107
Noord-Holland,1601,2
Noord-Holland,1602,6
Noord-Holland,1603,2
Noord-Holland,1604,5
Noord-Holland,1605,20
Noord-Holland,1606,12
Noord-Holland,1607,4
Noord-Holland,1608,9
Noord-Holland,1609,7
Noord-Holland,1610,28
Noord-Holland,1611,12
Noord-Holland,1612,8
Noord-Holland,1613,7
Noord-Holland,1614,6
Noord-Holland,1615,41
Noord-Holland,1616,27
Noord-Holland,1617,9
Noord-Holland,1618,22
Noord-Holland,1619,5
Noord-Holland,1620,72
Noord-Holland,1621,8
Noord-Holland,1622,16
Noord-Holland,1623,18
Noord-Holland,1624,11
Noord-Holland,1625,82
Noord-Holland,1626,16
Noord-Holland,1627,7
Noord-Holland,1628,9
Noord-Holland,1629,7
Noord-Holland,1630,42
Noord-Holland,1631,9
Noord-Holland,1632,16
Noord-Holland,1633,9
Noord-Holland,1634,19
Noord-Holland,1635,38
Noord-Holland,1636,13
Noord-Holland,1637,15
Noord-Holland,1638,14
Noord-Holland,1639,25
Noord-Holland,1640,64
Noord-Holland,1641,19
Noord-Holland,1642,18
Noord-Holland,1643,15
Noord-Holland,1644,11
Noord-Holland,1645,14
Noord-Holland,1646,10
Noord-Holland,1647,11
Noord-Holland,1648,42
Noord-Holland,1649,10
Noord-Holland,1650,368
Noord-Holland,1651,13
Noord-Holland,1652,16
Noord-Holland,1653,9
Noord-Holland,1654,8
Noord-Holland,1655,26
Noord-Holland,1656,12
Noord-Holland,1657,10
Noord-Holland,1658,15
Noord-Holland,1659,15
Noord-Holland,1660,47
Noord-Holland,1661,12
Noord-Holland,1662,12
Noord-Holland,1663,12
Noord-Holland,1664,17
Noord-Holland,1665,45
Noord-Holland,1666,16
Noord-Holland,1667,13
Noord-Holland,1668,16
Noord-Holland,1669,14
Noord-Holland,1670,115
Noord-Holland,1671,32
Noord-Holland,1672,49
Noord-Holland,1673,17
Noord-Holland,1674,5
Noord-Holland,1675,86
Noord-Holland,1676,11
Noord-Holland,1677,7
Noord-Holland,1678,13
Noord-Holland,1679,8
Noord-Holland,1680,184
Noord-Holland,1681,8
Noord-Holland,1682,22
Noord-Holland,1683,23
Noord-Holland,1684,13
Noord-Holland,1685,75
Noord-Holland,1686,27
Noord-Holland,1687,23
Noord-Holland,1688,24
Noord-Holland,1689,15
Noord-Holland,1690,87
Noord-Holland,1691,20
Noord-Holland,1692,17
Noord-Holland,1693,15
Noord-Holland,1694,17
Noord-Holland,1695,32
Noord-Holland,1696,21
Noord-Holland,1697,22
Noord-Holland,1698,25
Noord-Holland,1699,25
Noord-Holland,1700,414
Noord-Holland,1701,20
Noord-Holland,1702,21
Noord-Holland,1703,13
Noord-Holland,1704,20
Noord-Holland,1705,27
Noord-Holland,1706,19
Noord-Holland,1707,11
Noord-Holland,1708,26
Noord-Holland,1709,28
Noord-Holland,1710,67
Noord-Holland,1711,28
Noord-Holland,1712,36
Noord-Holland,1713,15
Noord-Holland,1714,17
Noord-Holland,1715,67
Noord-Holland,1716,27
Noord-Holland,1717,36
Noord-Holland,1718,49
Noord-Holland,1719,22
Noord-Holland,1720,82
Noord-Holland,1721,44
Noord-Holland,1722,24
Noord-Holland,1723,54
Noord-Holland,1724,39
Noord-Holland,1725,148
Noord-Holland,1726,48
Noord-Holland,1727,44
Noord-Holland,1728,45
Noord-Holland,1729,40
Noord-Holland,1730,114
Noord-Holland,1731,20
Noord-Holland,1732,53
Noord-Holland,1733,44
Noord-Holland,1734,50
Noord-Holland,1735,109
Noord-Holland,1736,40
Noord-Holland,1737,49
Noord-Holland,1738,50
Noord-Holland,1739,31
Noord-Holland,1740,234
Noord-Holland,1741,42
Noord-Holland,1742,72
Noord-Holland,1743,31
Noord-Holland,1744,38
Noord-Holland,1745,46
Noord-Holland,1746,41
Noord-Holland,1747,22
Noord-Holland,1748,49
Noord-Holland,1749,40
Noord-Holland,1750,623
Noord-Holland,1751,28
Noord-Holland,1752,40
Noord-Holland,1753,26
Noord-Holland,1754,30
Noord-Holland,1755,58
Noord-Holland,1756,37
Noord-Holland,1757,39
Noord-Holland,1758,35
Noord-Holland,1759,30
Noord-Holland,1760,119
Noord-Holland,1761,39
Noord-Holland,1762,38
Noord-Holland,1763,27
Noord-Holland,1764,26
Noord-Holland,1765,68
Noord-Holland,1766,33
Noord-Holland,1767,23
Noord-Holland,1768,43
Noord-Holland,1769,40
Noord-Holland,1770,69
Noord-Holland,1771,27
Noord-Holland,1772,39
Noord-Holland,1773,28
Noord-Holland,1774,40
Noord-Holland,1775,71
Noord-Holland,1776,27
Noord-Holland,1777,26
Noord-Holland,1778,23
Noord-Holland,1779,23
Noord-Holland,1780,242
Noord-Holland,1781,19
Noord-Holland,1782,24
Noord-Holland,1783,19
Noord-Holland,1784,16
Noord-Holland,1785,79
Noord-Holland,1786,24
Noord-Holland,1787,16
Noord-Holland,1788,30
Noord-Holland,1789,24
Noord-Holland,1790,111
Noord-Holland,1791,16
Noord-Holland,1792,17
Noord-Holland,1793,18
Noord-Holland,1794,20
Noord-Holland,1795,49
Noord-Holland,1796,26
Noord-Holland,1797,18
Noord-Holland,1798,28
Noord-Holland,1799,30
Noord-Holland,1800,600
Noord-Holland,1801,29
Noord-Holland,1802,22
Noord-Holland,1803,30
Noord-Holland,1804,25
Noord-Holland,1805,40
Noord-Holland,1806,33
Noord-Holland,1807,32
Noord-Holland,1808,22
Noord-Holland,1809,23
Noord-Holland,1810,113
Noord-Holland,1811,24
Noord-Holland,1812,32
Noord-Holland,1813,32
Noord-Holland,1814,21
Noord-Holland,1815,25
Noord-Holland,1816,20
Noord-Holland,1817,20
Noord-Holland,1818,20
Noord-Holland,1819,21
Noord-Holland,1820,128
Noord-Holland,1821,18
Noord-Holland,1822,28
Noord-Holland,1823,33
Noord-Holland,1824,31
Noord-Holland,1825,108
Noord-Holland,1826,25
Noord-Holland,1827,28
Noord-Holland,1828,40
Noord-Holland,1829,32
Noord-Holland,1830,116
Noord-Holland,1831,23
Noord-Holland,1832,68
Noord-Holland,1833,18
Noord-Holland,1834,36
Noord-Holland,1835,44
Noord-Holland,1836,30
Noord-Holland,1837,32
Noord-Holland,1838,27
Noord-Holland,1839,32
Noord-Holland,1840,174
Noord-Holland,1841,39
Noord-Holland,1842,48
Noord-Holland,1843,28
Noord-Holland,1844,28
Noord-Holland,1845,47
Noord-Holland,1846,52
Noord-Holland,1847,31
Noord-Holland,1848,43
Noord-Holland,1849,43
Noord-Holland,1850,1047
Noord-Holland,1851,52
Noord-Holland,1852,46
Noord-Holland,1853,60
Noord-Holland,1854,42
Noord-Holland,1855,76
Noord-Holland,1856,72
Noord-Holland,1857,50
Noord-Holland,1858,56
Noord-Holland,1859,58
Noord-Holland,1860,456
Noord-Holland,1861,63
Noord-Holland,1862,91
Noord-Holland,1863,100
Noord-Holland,1864,107
Noord-Holland,1865,157
Noord-Holland,1866,85
Noord-Holland,1867,100
Noord-Holland,1868,89
Noord-Holland,1869,101
Noord-Holland,1870,648
Noord-Holland,1871,120
Noord-Holland,1872,180
Noord-Holland,1873,128
Noord-Holland,1874,177
Noord-Holland,1875,613
Noord-Holland,1876,453
Noord-Holland,1877,273
Noord-Holland,1878,358
Noord-Holland,1879,356
Noord-Holland,1880,2198
Noord-Holland,1881,496
Noord-Holland,1882,702
Noord-Holland,1883,489
Noord-Holland,1884,464
Noord-Holland,1885,1289
Noord-Holland,1886,496
Noord-Holland,1887,566
Noord-Holland,1888,511
Noord-Holland,1889,503
Noord-Holland,1890,4051
Noord-Holland,1891,588
Noord-Holland,1892,590
Noord-Holland,1893,602
Noord-Holland,1894,653
Noord-Holland,1895,1617
Noord-Holland,1896,823
Noord-Holland,1897,764
Noord-Holland,1898,1044
Noord-Holland,1899,1275
Noord-Holland,1900,6774
Noord-Holland,1901,2837
Noord-Holland,1902,1707
Noord-Holland,1903,2122
Noord-Holland,1904,2151
Noord-Holland,1905,5028
Noord-Holland,1906,4255
Noord-Holland,1907,1766
Noord-Holland,1908,1233
Noord-Holland,1909,1203
Noord-Holland,1910,8744
Noord-Holland,1911,2277
Noord-Holland,1912,2787
Noord-Holland,1913,2437
Noord-Holland,1914,2336
Noord-Holland,1915,2776
Noord-Holland,1916,1665
Noord-Holland,1917,1247
Noord-Holland,1918,1786
Noord-Holland,1919,2331
Noord-Holland,1920,9823
Noord-Holland,1921,3978
Noord-Holland,1922,5336
Noord-Holland,1923,5289
Noord-Holland,1924,5518
Noord-Holland,1925,9357
Noord-Holland,1926,5432
Noord-Holland,1927,6640
Noord-Holland,1928,6738
Noord-Holland,1929,5763
Noord-Holland,1930,12832
Noord-Holland,1931,7047
Noord-Holland,1932,6105
Noord-Holland,1933,6361
Noord-Holland,1934,6669
Noord-Holland,1935,9288
Noord-Holland,1936,3940
Noord-Holland,1937,4639
Noord-Holland,1938,6375
Noord-Holland,1939,4880
Noord-Holland,1940,3570
Noord-Holland,1941,1106
Noord-Holland,1942,1001
Noord-Holland,1943,459
Noord-Holland,1944,55
Noord-Holland,1945,204
Noord-Holland,1946,572
Noord-Holland,1947,1632
Noord-Holland,1948,3225
Noord-Holland,1949,2964
Noord-Holland,1950,9393
Noord-Holland,1951,5115
Noord-Holland,1952,6847
Noord-Holland,1953,6233
Noord-Holland,1954,7091
Noord-Holland,1955,8413
Noord-Holland,1956,7864
Noord-Holland,1957,7858
Noord-Holland,1958,8849
Noord-Holland,1959,7549
Noord-Holland,1960,14765
Noord-Holland,1961,8082
Noord-Holland,1962,8771
Noord-Holland,1963,6553
Noord-Holland,1964,8611
Noord-Holland,1965,11979
Noord-Holland,1966,9462
Noord-Holland,1967,14166
Noord-Holland,1968,12299
Noord-Holland,1969,12935
Noord-Holland,1970,17121
Noord-Holland,1971,12560
Noord-Holland,1972,16984
Noord-Holland,1973,13768
Noord-Holland,1974,12860
Noord-Holland,1975,17972
Noord-Holland,1976,12101
Noord-Holland,1977,11161
Noord-Holland,1978,12508
Noord-Holland,1979,8691
Noord-Holland,1980,14416
Noord-Holland,1981,11839
Noord-Holland,1982,11837
Noord-Holland,1983,13544
Noord-Holland,1984,10186
Noord-Holland,1985,11932
Noord-Holland,1986,11360
Noord-Holland,1987,11185
Noord-Holland,1988,13487
Noord-Holland,1989,13140
Noord-Holland,1990,13739
Noord-Holland,1991,9960
Noord-Holland,1992,10933
Noord-Holland,1993,10715
Noord-Holland,1994,7873
Noord-Holland,1995,10563
Noord-Holland,1996,7476
Noord-Holland,1997,8702
Noord-Holland,1998,10023
Noord-Holland,1999,6776
Noord-Holland,2000,9294
Noord-Holland,2001,8928
Noord-Holland,2002,7238
Noord-Holland,2003,9094
Noord-Holland,2004,6593
Noord-Holland,2005,7800
Noord-Holland,2006,7627
Noord-Holland,2007,8441
Noord-Holland,2008,7603
Noord-Holland,2009,6344
Noord-Holland,2010,5396
Noord-Holland,2011,6141
Noord-Holland,2012,4728
Noord-Holland,2013,3819
Noord-Holland,2014,3933
Noord-Holland,2015,4999
Noord-Holland,2016,5797
Noord-Holland,2017,6037
Noord-Holland,2018,5755
Noord-Holland,2019,6594
Noord-Holland,2020,6998
Noord-Holland,2021,6249
Noord-Holland,2022,6340
Noord-Holland,2023,6293
Noord-Holland,2024,7218
Noord-Holland,2025,8239
Noord-Holland,2026,257
Noord-Holland,2027,1
Noord-Holland,9999,184
Overijssel,1050,1
Overijssel,1123,1
Overijssel,1130,1
Overijssel,1150,1
Overijssel,1169,1
Overijssel,1200,3
Overijssel,1250,4
Overijssel,1270,1
Overijssel,1276,1
Overijssel,1284,1
Overijssel,1300,3
Overijssel,1319,2
Overijssel,1320,1
Overijssel,1336,2
Overijssel,1338,1
Overijssel,1344,3
Overijssel,1347,3
Overijssel,1348,1
Overijssel,1350,5
Overijssel,1365,1
Overijssel,1367,2
Overijssel,1370,1
Overijssel,1375,2
Overijssel,1380,1
Overijssel,1381,1
Overijssel,1382,2
Overijssel,1387,2
Overijssel,1390,2
Overijssel,1391,3
Overijssel,1392,1
Overijssel,1394,2
Overijssel,1395,3
Overijssel,1399,11
Overijssel,1400,13
Overijssel,1401,1
Overijssel,1406,1
Overijssel,1407,1
Overijssel,1408,1
Overijssel,1409,2
