province_name,year,building_count
Gelderland,1791,7
Gelderland,1792,10
Gelderland,1793,5
Gelderland,1794,7
Gelderland,1795,5
Gelderland,1796,6
Gelderland,1797,7
Gelderland,1798,14
Gelderland,1799,18
Gelderland,1800,992
Gelderland,1801,10
Gelderland,1802,15
Gelderland,1803,12
Gelderland,1804,12
Gelderland,1805,22
Gelderland,1806,12
Gelderland,1807,12
Gelderland,1808,3
Gelderland,1809,10
Gelderland,1810,72
Gelderland,1811,17
Gelderland,1812,13
Gelderland,1813,5
Gelderland,1814,9
Gelderland,1815,73
Gelderland,1816,13
Gelderland,1817,12
Gelderland,1818,16
Gelderland,1819,11
Gelderland,1820,126
Gelderland,1821,14
Gelderland,1822,17
Gelderland,1823,29
Gelderland,1824,14
Gelderland,1825,123
Gelderland,1826,16
Gelderland,1827,5
Gelderland,1828,13
Gelderland,1829,16
Gelderland,1830,193
Gelderland,1831,16
Gelderland,1832,32
Gelderland,1833,4
Gelderland,1834,30
Gelderland,1835,63
Gelderland,1836,36
Gelderland,1837,25
Gelderland,1838,26
Gelderland,1839,24
Gelderland,1840,246
Gelderland,1841,26
Gelderland,1842,54
Gelderland,1843,37
Gelderland,1844,25
Gelderland,1845,74
Gelderland,1846,47
Gelderland,1847,34
Gelderland,1848,39
Gelderland,1849,39
Gelderland,1850,1611
Gelderland,1851,60
Gelderland,1852,61
Gelderland,1853,53
Gelderland,1854,55
Gelderland,1855,82
Gelderland,1856,68
Gelderland,1857,60
Gelderland,1858,48
Gelderland,1859,45
Gelderland,1860,660
Gelderland,1861,60
Gelderland,1862,76
Gelderland,1863,53
Gelderland,1864,73
Gelderland,1865,176
Gelderland,1866,97
Gelderland,1867,56
Gelderland,1868,72
Gelderland,1869,52
Gelderland,1870,818
Gelderland,1871,78
Gelderland,1872,107
Gelderland,1873,109
Gelderland,1874,111
Gelderland,1875,587
Gelderland,1876,111
Gelderland,1877,103
Gelderland,1878,258
Gelderland,1879,101
Gelderland,1880,2043
Gelderland,1881,213
Gelderland,1882,149
Gelderland,1883,200
Gelderland,1884,164
Gelderland,1885,411
Gelderland,1886,350
Gelderland,1887,210
Gelderland,1888,525
Gelderland,1889,185
Gelderland,1890,1961
Gelderland,1891,244
Gelderland,1892,227
Gelderland,1893,294
Gelderland,1894,286
Gelderland,1895,556
Gelderland,1896,574
Gelderland,1897,453
Gelderland,1898,642
Gelderland,1899,550
Gelderland,1900,8212
Gelderland,1901,1173
Gelderland,1902,787
Gelderland,1903,874
Gelderland,1904,738
Gelderland,1905,1475
Gelderland,1906,1604
Gelderland,1907,1072
Gelderland,1908,1096
Gelderland,1909,864
Gelderland,1910,5787
Gelderland,1911,1297
Gelderland,1912,1341
Gelderland,1913,1017
Gelderland,1914,948
Gelderland,1915,1609
Gelderland,1916,765
Gelderland,1917,595
Gelderland,1918,1050
Gelderland,1919,1116
Gelderland,1920,7801
Gelderland,1921,1852
Gelderland,1922,2245
Gelderland,1923,2835
Gelderland,1924,2184
Gelderland,1925,4718
Gelderland,1926,2844
Gelderland,1927,2515
Gelderland,1928,3611
Gelderland,1929,2598
Gelderland,1930,10525
Gelderland,1931,2652
Gelderland,1932,3737
Gelderland,1933,3703
Gelderland,1934,4419
Gelderland,1935,7371
Gelderland,1936,3545
Gelderland,1937,2409
Gelderland,1938,4760
Gelderland,1939,2897
Gelderland,1940,2424
Gelderland,1941,1131
Gelderland,1942,639
Gelderland,1943,280
Gelderland,1944,178
Gelderland,1945,415
Gelderland,1946,1041
Gelderland,1947,2499
Gelderland,1948,5124
Gelderland,1949,4181
Gelderland,1950,11705
Gelderland,1951,3773
Gelderland,1952,5286
Gelderland,1953,6007
Gelderland,1954,6386
Gelderland,1955,7221
Gelderland,1956,7081
Gelderland,1957,7147
Gelderland,1958,7642
Gelderland,1959,6489
Gelderland,1960,16047
Gelderland,1961,7298
Gelderland,1962,8958
Gelderland,1963,9041
Gelderland,1964,9151
Gelderland,1965,16681
Gelderland,1966,11778
Gelderland,1967,11781
Gelderland,1968,14899
Gelderland,1969,10736
Gelderland,1970,21860
Gelderland,1971,12914
Gelderland,1972,18960
Gelderland,1973,16488
Gelderland,1974,18793
Gelderland,1975,17993
Gelderland,1976,14254
Gelderland,1977,10776
Gelderland,1978,13480
Gelderland,1979,9141
Gelderland,1980,15838
Gelderland,1981,10521
Gelderland,1982,11080
Gelderland,1983,10009
Gelderland,1984,9979
Gelderland,1985,12339
Gelderland,1986,11787
Gelderland,1987,10929
Gelderland,1988,11612
Gelderland,1989,10850
Gelderland,1990,12273
Gelderland,1991,9706
Gelderland,1992,9394
Gelderland,1993,9588
Gelderland,1994,11158
Gelderland,1995,9649
Gelderland,1996,9496
Gelderland,1997,10787
Gelderland,1998,10233
Gelderland,1999,9613
Gelderland,2000,8090
Gelderland,2001,7717
Gelderland,2002,5566
Gelderland,2003,6380
Gelderland,2004,6632
Gelderland,2005,6502
Gelderland,2006,6967
Gelderland,2007,6663
Gelderland,2008,8180
Gelderland,2009,7205
Gelderland,2010,6583
Gelderland,2011,7381
Gelderland,2012,6698
Gelderland,2013,4823
Gelderland,2014,6705
Gelderland,2015,5869
Gelderland,2016,6889
Gelderland,2017,7420
Gelderland,2018,7840
Gelderland,2019,8622
Gelderland,2020,8116
Gelderland,2021,7334
Gelderland,2022,7696
Gelderland,2023,7856
Gelderland,2024,8274
Gelderland,2025,10131
Gelderland,2026,693
Gelderland,2027,1
Gelderland,2028,1
Gelderland,9999,357
Groningen,192,1
Groningen,1050,1
Groningen,1070,1
Groningen,1100,4
Groningen,1150,2
Groningen,1200,13
Groningen,1220,1
Groningen,1225,4
Groningen,1240,2
Groningen,1250,15
Groningen,1264,1
Groningen,1270,1
Groningen,1275,4
Groningen,1280,3
Groningen,1289,1
Groningen,1290,2
Groningen,1294,1
Groningen,1300,26
Groningen,1320,1
Groningen,1325,3
Groningen,1330,1
Groningen,1335,1
Groningen,1344,1
Groningen,1345,1
Groningen,1350,25
Groningen,1360,2
Groningen,1365,1
Groningen,1375,1
Groningen,1380,2
Groningen,1381,1
Groningen,1382,1
Groningen,1400,15
Groningen,1425,2
Groningen,1427,1
Groningen,1440,1
Groningen,1442,1
Groningen,1444,1
Groningen,1446,1
Groningen,1450,84
Groningen,1452,1
Groningen,1454,1
Groningen,1458,1
Groningen,1462,1
Groningen,1467,1
Groningen,1473,1
Groningen,1474,1
Groningen,1475,2
Groningen,1479,1
Groningen,1480,1
Groningen,1482,1
Groningen,1484,1
Groningen,1485,1
Groningen,1491,1
Groningen,1494,1
Groningen,1496,1
Groningen,1500,30
Groningen,1502,1
Groningen,1506,1
Groningen,1513,1
Groningen,1515,3
Groningen,1525,2
Groningen,1526,1
Groningen,1530,1
Groningen,1534,1
Groningen,1537,1
Groningen,1539,1
Groningen,1540,1
Groningen,1545,3
Groningen,1546,1
Groningen,1548,1
Groningen,1550,49
Groningen,1555,1
Groningen,1556,1
Groningen,1560,1
Groningen,1562,2
Groningen,1566,1
Groningen,1568,6
Groningen,1570,1
Groningen,1575,2
Groningen,1576,1
Groningen,1577,1
Groningen,1580,5
Groningen,1585,2
Groningen,1588,2
Groningen,1590,2
Groningen,1595,1
Groningen,1599,2
Groningen,1600,58
Groningen,1605,1
Groningen,1606,2
Groningen,1607,1
Groningen,1608,1
Groningen,1609,1
Groningen,1610,1
Groningen,1611,2
Groningen,1612,3
Groningen,1613,4
Groningen,1616,1
Groningen,1618,1
Groningen,1619,1
Groningen,1620,2
Groningen,1622,2
Groningen,1624,1
Groningen,1625,35
Groningen,1626,1
Groningen,1627,4
Groningen,1628,1
Groningen,1630,5
Groningen,1631,5
Groningen,1632,5
Groningen,1633,1
Groningen,1634,4
Groningen,1635,2
Groningen,1637,3
Groningen,1638,1
Groningen,1639,1
Groningen,1640,6
Groningen,1641,1
Groningen,1642,1
Groningen,1643,1
Groningen,1644,1
Groningen,1647,3
Groningen,1648,1
Groningen,1649,2
Groningen,1650,193
Groningen,1651,2
Groningen,1653,1
Groningen,1655,1
Groningen,1657,2
Groningen,1658,2
Groningen,1659,2
Groningen,1660,3
Groningen,1661,4
Groningen,1663,1
Groningen,1664,1
Groningen,1665,2
Groningen,1666,1
Groningen,1667,2
Groningen,1668,2
Groningen,1669,1
Groningen,1672,1
Groningen,1674,1
Groningen,1675,9
Groningen,1678,1
Groningen,1679,1
Groningen,1680,9
Groningen,1685,3
Groningen,1686,2
Groningen,1687,1
Groningen,1689,1
Groningen,1690,1
Groningen,1691,1
Groningen,1696,1
Groningen,1699,3
Groningen,1700,66
Groningen,1702,1
Groningen,1706,1
Groningen,1708,1
Groningen,1709,2
Groningen,1710,2
Groningen,1713,3
Groningen,1714,2
Groningen,1716,1
Groningen,1717,2
Groningen,1718,4
Groningen,1719,1
Groningen,1720,4
Groningen,1721,4
Groningen,1725,4
Groningen,1726,1
Groningen,1728,1
Groningen,1729,2
Groningen,1730,5
Groningen,1731,2
Groningen,1732,3
Groningen,1733,1
Groningen,1735,2
Groningen,1736,2
Groningen,1737,2
Groningen,1740,9
Groningen,1741,2
Groningen,1742,2
Groningen,1744,1
Groningen,1745,2
Groningen,1746,1
Groningen,1747,2
Groningen,1748,2
Groningen,1750,69
Groningen,1751,1
Groningen,1753,1
Groningen,1754,1
Groningen,1755,3
Groningen,1757,2
Groningen,1759,2
Groningen,1760,6
Groningen,1761,2
Groningen,1762,3
Groningen,1763,4
Groningen,1764,4
Groningen,1765,3
Groningen,1767,1
Groningen,1769,1
Groningen,1770,7
Groningen,1771,4
Groningen,1772,6
Groningen,1773,6
Groningen,1774,7
Groningen,1775,12
Groningen,1776,3
Groningen,1777,2
Groningen,1778,5
Groningen,1779,3
Groningen,1780,22
Groningen,1781,1
Groningen,1782,1
Groningen,1783,4
Groningen,1784,1
Groningen,1785,3
Groningen,1786,9
Groningen,1787,6
Groningen,1788,2
Groningen,1789,1
Groningen,1790,28
Groningen,1791,3
Groningen,1792,4
Groningen,1793,7
Groningen,1794,3
Groningen,1795,6
Groningen,1796,4
Groningen,1798,4
Groningen,1799,4
Groningen,1800,159
Groningen,1801,5
Groningen,1802,9
Groningen,1803,6
Groningen,1804,5
Groningen,1805,9
Groningen,1806,8
Groningen,1807,4
Groningen,1808,3
Groningen,1809,4
Groningen,1810,12
Groningen,1811,5
Groningen,1812,8
Groningen,1813,14
Groningen,1814,5
Groningen,1815,7
Groningen,1816,5
Groningen,1817,9
Groningen,1818,11
Groningen,1819,6
Groningen,1820,30
Groningen,1821,2
Groningen,1822,5
Groningen,1823,3
Groningen,1824,3
Groningen,1825,22
Groningen,1826,9
Groningen,1827,4
Groningen,1828,6
Groningen,1829,10
Groningen,1830,56
Groningen,1831,6
Groningen,1832,16
Groningen,1833,3
Groningen,1834,8
Groningen,1835,18
Groningen,1836,12
Groningen,1837,8
Groningen,1838,8
Groningen,1839,10
Groningen,1840,82
Groningen,1841,12
Groningen,1842,10
Groningen,1843,21
Groningen,1844,8
Groningen,1845,19
Groningen,1846,17
Groningen,1847,24
Groningen,1848,21
Groningen,1849,18
Groningen,1850,619
Groningen,1851,26
Groningen,1852,26
Groningen,1853,35
Groningen,1854,24
Groningen,1855,39
Groningen,1856,38
Groningen,1857,31
Groningen,1858,26
Groningen,1859,19
Groningen,1860,202
Groningen,1861,29
Groningen,1862,32
Groningen,1863,33
Groningen,1864,64
Groningen,1865,75
Groningen,1866,65
Groningen,1867,42
Groningen,1868,65
Groningen,1869,34
Groningen,1870,401
Groningen,1871,24
Groningen,1872,83
Groningen,1873,68
Groningen,1874,50
Groningen,1875,217
Groningen,1876,127
Groningen,1877,128
Groningen,1878,163
Groningen,1879,59
Groningen,1880,815
Groningen,1881,118
Groningen,1882,163
Groningen,1883,151
Groningen,1884,184
Groningen,1885,251
Groningen,1886,126
Groningen,1887,130
Groningen,1888,126
Groningen,1889,169
Groningen,1890,956
Groningen,1891,92
Groningen,1892,176
Groningen,1893,150
Groningen,1894,147
Groningen,1895,482
Groningen,1896,347
Groningen,1897,274
Groningen,1898,290
Groningen,1899,346
Groningen,1900,3176
Groningen,1901,247
Groningen,1902,268
Groningen,1903,348
Groningen,1904,443
Groningen,1905,932
Groningen,1906,533
Groningen,1907,426
Groningen,1908,399
Groningen,1909,318
Groningen,1910,3235
Groningen,1911,447
Groningen,1912,419
Groningen,1913,401
Groningen,1914,635
Groningen,1915,2734
Groningen,1916,408
Groningen,1917,233
Groningen,1918,439
Groningen,1919,567
Groningen,1920,5168
Groningen,1921,691
Groningen,1922,932
Groningen,1923,723
Groningen,1924,937
Groningen,1925,2774
Groningen,1926,838
Groningen,1927,741
Groningen,1928,1772
Groningen,1929,867
Groningen,1930,4262
Groningen,1931,637
Groningen,1932,1432
Groningen,1933,1315
Groningen,1934,1363
Groningen,1935,3447
Groningen,1936,1570
Groningen,1937,1202
Groningen,1938,2109
Groningen,1939,1596
Groningen,1940,1033
Groningen,1941,464
Groningen,1942,147
Groningen,1943,81
Groningen,1944,32
Groningen,1945,126
Groningen,1946,124
Groningen,1947,423
Groningen,1948,1374
Groningen,1949,674
Groningen,1950,2808
Groningen,1951,754
Groningen,1952,1274
Groningen,1953,1521
Groningen,1954,873
Groningen,1955,1679
Groningen,1956,1469
Groningen,1957,2063
Groningen,1958,1623
Groningen,1959,1800
Groningen,1960,4073
Groningen,1961,2110
Groningen,1962,2209
Groningen,1963,2823
Groningen,1964,3433
Groningen,1965,4309
Groningen,1966,4190
Groningen,1967,3777
Groningen,1968,3629
Groningen,1969,3194
Groningen,1970,5867
Groningen,1971,3634
Groningen,1972,4752
Groningen,1973,4969
Groningen,1974,5230
Groningen,1975,5909
Groningen,1976,3489
Groningen,1977,3588
Groningen,1978,3433
Groningen,1979,2348
Groningen,1980,3790
Groningen,1981,3721
Groningen,1982,2245
Groningen,1983,2227
Groningen,1984,1853
Groningen,1985,2228
Groningen,1986,1659
Groningen,1987,2108
Groningen,1988,2303
Groningen,1989,2527
Groningen,1990,2718
Groningen,1991,1827
Groningen,1992,1781
Groningen,1993,2272
Groningen,1994,3117
Groningen,1995,2752
Groningen,1996,2907
Groningen,1997,2757
Groningen,1998,2420
Groningen,1999,2532
Groningen,2000,2024
Groningen,2001,1973
Groningen,2002,2289
Groningen,2003,1569
Groningen,2004,1602
Groningen,2005,1711
Groningen,2006,1801
Groningen,2007,2261
Groningen,2008,1756
Groningen,2009,1797
Groningen,2010,1156
Groningen,2011,1610
Groningen,2012,1176
Groningen,2013,519
Groningen,2014,690
Groningen,2015,903
Groningen,2016,1035
Groningen,2017,1267
Groningen,2018,1509
Groningen,2019,1358
Groningen,2020,2085
Groningen,2021,2446
Groningen,2022,3027
Groningen,2023,2377
Groningen,2024,2944
Groningen,2025,3541
Groningen,2026,3
Groningen,9999,29
Limburg,2,1
Limburg,1000,1
Limburg,1001,1
Limburg,1008,1
Limburg,1049,1
Limburg,1062,1
Limburg,1100,1
Limburg,1104,1
Limburg,1136,1
Limburg,1145,1
Limburg,1183,1
Limburg,1200,4
Limburg,1210,2
Limburg,1229,1
Limburg,1230,1
Limburg,1236,1
Limburg,1250,4
Limburg,1260,1
Limburg,1267,1
Limburg,1275,2
Limburg,1277,1
Limburg,1288,1
Limburg,1298,1
Limburg,1300,8
Limburg,1320,2
Limburg,1324,1
Limburg,1335,2
Limburg,1340,2
Limburg,1343,1
Limburg,1350,6
Limburg,1358,1
Limburg,1360,1
Limburg,1364,1
Limburg,1376,2
Limburg,1380,1
Limburg,1385,2
Limburg,1394,2
Limburg,1396,1
Limburg,1398,1
Limburg,1400,13
Limburg,1402,1
Limburg,1406,2
Limburg,1410,1
Limburg,1423,1
Limburg,1430,2
Limburg,1437,1
Limburg,1441,1
Limburg,1450,8
Limburg,1468,1
Limburg,1480,2
Limburg,1490,3
Limburg,1498,2
Limburg,1499,1
Limburg,1500,26
Limburg,1501,1
Limburg,1504,1
Limburg,1505,2
Limburg,1509,1
Limburg,1510,1
Limburg,1514,1
Limburg,1515,1
Limburg,1523,1
Limburg,1525,4
Limburg,1526,1
Limburg,1530,3
Limburg,1533,1
Limburg,1550,14
Limburg,1551,1
Limburg,1558,1
Limburg,1559,1
Limburg,1564,1
Limburg,1566,2
Limburg,1572,3
Limburg,1580,2
Limburg,1585,6
Limburg,1588,4
Limburg,1590,1
Limburg,1592,7
Limburg,1594,2
Limburg,1596,1
Limburg,1597,1
Limburg,1598,3
Limburg,1600,158
Limburg,1602,2
Limburg,1603,3
Limburg,1606,2
Limburg,1608,4
Limburg,1609,3
Limburg,1610,7
Limburg,1611,4
Limburg,1612,6
Limburg,1613,5
Limburg,1614,6
Limburg,1615,3
Limburg,1616,2
Limburg,1617,10
Limburg,1618,3
Limburg,1619,3
Limburg,1620,8
Limburg,1621,2
Limburg,1623,3
Limburg,1624,2
Limburg,1625,11
Limburg,1626,1
Limburg,1627,3
Limburg,1628,6
Limburg,1629,5
Limburg,1630,10
Limburg,1631,4
Limburg,1632,8
Limburg,1633,13
Limburg,1634,2
Limburg,1635,7
Limburg,1636,1
Limburg,1637,6
Limburg,1638,2
Limburg,1639,2
Limburg,1640,8
Limburg,1641,3
Limburg,1642,4
Limburg,1643,2
Limburg,1644,7
Limburg,1645,3
Limburg,1646,4
Limburg,1647,3
Limburg,1648,8
Limburg,1649,2
Limburg,1650,75
Limburg,1651,1
Limburg,1652,8
Limburg,1653,9
Limburg,1654,6
Limburg,1655,2
Limburg,1656,7
Limburg,1657,9
Limburg,1658,4
Limburg,1659,11
Limburg,1660,12
Limburg,1661,7
Limburg,1662,5
Limburg,1663,5
Limburg,1664,4
Limburg,1665,7
Limburg,1666,7
Limburg,1667,3
Limburg,1668,1
Limburg,1669,5
Limburg,1670,10
Limburg,1671,6
Limburg,1672,12
Limburg,1673,3
Limburg,1674,2
Limburg,1675,15
Limburg,1676,9
Limburg,1677,24
Limburg,1678,3
Limburg,1679,1
Limburg,1680,29
Limburg,1681,3
Limburg,1682,4
Limburg,1683,10
Limburg,1684,7
Limburg,1685,5
Limburg,1686,3
Limburg,1687,1
Limburg,1688,2
Limburg,1689,1
Limburg,1690,13
Limburg,1691,1
Limburg,1692,1
Limburg,1695,3
Limburg,1696,5
Limburg,1697,5
Limburg,1698,5
Limburg,1699,18
Limburg,1700,533
Limburg,1701,5
Limburg,1702,1
Limburg,1703,8
Limburg,1704,6
Limburg,1705,8
Limburg,1706,5
Limburg,1707,6
Limburg,1708,10
Limburg,1709,13
Limburg,1710,12
Limburg,1711,12
Limburg,1712,13
Limburg,1713,5
Limburg,1714,18
Limburg,1715,15
Limburg,1716,10
Limburg,1717,16
Limburg,1718,10
Limburg,1719,5
Limburg,1720,27
Limburg,1721,10
Limburg,1722,5
Limburg,1723,10
Limburg,1724,11
Limburg,1725,179
Limburg,1726,9
Limburg,1727,11
Limburg,1728,8
Limburg,1729,4
Limburg,1730,28
Limburg,1731,12
Limburg,1732,41
Limburg,1733,12
Limburg,1734,43
Limburg,1735,13
Limburg,1736,8
Limburg,1737,15
Limburg,1738,33
Limburg,1739,12
Limburg,1740,32
Limburg,1741,8
Limburg,1742,20
Limburg,1743,20
Limburg,1744,12
Limburg,1745,17
Limburg,1746,8
Limburg,1747,10
Limburg,1748,4
Limburg,1749,15
Limburg,1750,304
Limburg,1751,7
Limburg,1752,15
Limburg,1753,26
Limburg,1754,18
Limburg,1755,7
Limburg,1756,19
Limburg,1757,9
Limburg,1758,8
Limburg,1759,21
Limburg,1760,56
Limburg,1761,16
Limburg,1762,35
Limburg,1763,15
Limburg,1764,12
Limburg,1765,16
Limburg,1766,20
Limburg,1767,9
Limburg,1768,20
Limburg,1769,11
Limburg,1770,44
Limburg,1771,33
Limburg,1772,11
Limburg,1773,19
Limburg,1774,12
Limburg,1775,73
Limburg,1776,10
Limburg,1777,22
Limburg,1778,13
Limburg,1779,14
Limburg,1780,133
Limburg,1781,14
Limburg,1782,19
Limburg,1783,18
Limburg,1784,29
Limburg,1785,43
Limburg,1786,16
Limburg,1787,9
Limburg,1788,15
Limburg,1789,29
Limburg,1790,73
Limburg,1791,10
Limburg,1792,30
Limburg,1793,11
Limburg,1794,8
Limburg,1795,22
Limburg,1796,12
Limburg,1797,7
Limburg,1798,31
Limburg,1799,21
Limburg,1800,850
Limburg,1801,5
Limburg,1802,17
Limburg,1803,19
Limburg,1804,10
Limburg,1805,25
Limburg,1806,11
Limburg,1807,1
Limburg,1808,8
Limburg,1809,7
Limburg,1810,72
Limburg,1811,9
Limburg,1812,8
Limburg,1813,50
Limburg,1814,10
Limburg,1815,16
Limburg,1816,8
Limburg,1817,13
Limburg,1818,25
Limburg,1819,15
Limburg,1820,123
Limburg,1821,14
Limburg,1822,5
Limburg,1823,37
Limburg,1824,33
Limburg,1825,96
Limburg,1826,11
Limburg,1827,23
Limburg,1828,19
Limburg,1829,2
Limburg,1830,116
Limburg,1831,6
Limburg,1832,35
Limburg,1833,14
Limburg,1834,20
Limburg,1835,36
Limburg,1836,18
Limburg,1837,16
Limburg,1838,14
Limburg,1839,11
Limburg,1840,170
Limburg,1841,20
Limburg,1842,15
Limburg,1843,19
Limburg,1844,16
Limburg,1845,47
Limburg,1846,19
Limburg,1847,31
Limburg,1848,27
Limburg,1849,23
Limburg,1850,1082
Limburg,1851,22
Limburg,1852,26
Limburg,1853,27
Limburg,1854,32
Limburg,1855,42
Limburg,1856,25
Limburg,1857,28
Limburg,1858,25
Limburg,1859,25
Limburg,1860,239
Limburg,1861,31
Limburg,1862,21
Limburg,1863,23
Limburg,1864,29
Limburg,1865,94
Limburg,1866,28
Limburg,1867,46
Limburg,1868,58
Limburg,1869,27
Limburg,1870,472
Limburg,1871,34
Limburg,1872,42
Limburg,1873,33
Limburg,1874,31
Limburg,1875,294
Limburg,1876,58
Limburg,1877,36
Limburg,1878,52
Limburg,1879,45
Limburg,1880,857
Limburg,1881,51
Limburg,1882,73
Limburg,1883,29
Limburg,1884,50
Limburg,1885,274
Limburg,1886,101
Limburg,1887,95
Limburg,1888,52
Limburg,1889,73
Limburg,1890,880
Limburg,1891,61
Limburg,1892,71
Limburg,1893,75
Limburg,1894,78
Limburg,1895,420
Limburg,1896,150
Limburg,1897,134
Limburg,1898,146
Limburg,1899,261
Limburg,1900,3882
Limburg,1901,352
Limburg,1902,263
Limburg,1903,357
Limburg,1904,358
Limburg,1905,816
Limburg,1906,977
Limburg,1907,298
Limburg,1908,574
Limburg,1909,213
Limburg,1910,2947
Limburg,1911,468
Limburg,1912,412
Limburg,1913,557
Limburg,1914,1148
Limburg,1915,1333
Limburg,1916,344
Limburg,1917,604
Limburg,1918,1051
Limburg,1919,697
Limburg,1920,6358
Limburg,1921,1095
Limburg,1922,1698
Limburg,1923,787
Limburg,1924,829
Limburg,1925,3011
Limburg,1926,1356
Limburg,1927,2064
Limburg,1928,2068
Limburg,1929,1237
Limburg,1930,8012
Limburg,1931,1360
Limburg,1932,1776
Limburg,1933,1942
Limburg,1934,1573
Limburg,1935,4453
Limburg,1936,1548
Limburg,1937,1147
Limburg,1938,1733
Limburg,1939,1199
Limburg,1940,1884
Limburg,1941,413
Limburg,1942,262
Limburg,1943,294
Limburg,1944,40
Limburg,1945,1017
Limburg,1946,952
Limburg,1947,1858
Limburg,1948,4253
Limburg,1949,3233
Limburg,1950,8340
Limburg,1951,3451
Limburg,1952,4573
Limburg,1953,5990
Limburg,1954,5351
Limburg,1955,7210
Limburg,1956,5729
Limburg,1957,5901
Limburg,1958,5996
Limburg,1959,4922
Limburg,1960,9043
Limburg,1961,4925
Limburg,1962,6188
Limburg,1963,6188
Limburg,1964,7627
Limburg,1965,10857
Limburg,1966,7493
Limburg,1967,7287
Limburg,1968,7909
Limburg,1969,8078
Limburg,1970,11527
Limburg,1971,8101
Limburg,1972,12503
Limburg,1973,10850
Limburg,1974,9818
Limburg,1975,10736
Limburg,1976,8081
Limburg,1977,7099
Limburg,1978,7732
Limburg,1979,6231
Limburg,1980,9158
Limburg,1981,7175
Limburg,1982,6273
Limburg,1983,5201
Limburg,1984,5344
Limburg,1985,6491
Limburg,1986,6725
Limburg,1987,6449
Limburg,1988,7141
Limburg,1989,6368
Limburg,1990,5662
Limburg,1991,4374
Limburg,1992,4700
Limburg,1993,5172
Limburg,1994,4742
Limburg,1995,5003
Limburg,1996,4919
Limburg,1997,4822
Limburg,1998,3868
Limburg,1999,3676
Limburg,2000,3778
Limburg,2001,3650
Limburg,2002,3138
Limburg,2003,2881
Limburg,2004,2788
Limburg,2005,3089
Limburg,2006,3016
Limburg,2007,3234
Limburg,2008,3017
Limburg,2009,2303
Limburg,2010,2191
Limburg,2011,2724
Limburg,2012,1980
Limburg,2013,1604
Limburg,2014,1493
Limburg,2015,1576
Limburg,2016,1784
Limburg,2017,2047
Limburg,2018,2291
Limburg,2019,2647
Limburg,2020,2938
Limburg,2021,3394
Limburg,2022,3032
Limburg,2023,2634
Limburg,2024,3656
Limburg,2025,3375
Limburg,2026,252
Limburg,9998,5
Limburg,9999,77
Noord-Brabant,1016,1
Noord-Brabant,1050,2
Noord-Brabant,1111,1
Noord-Brabant,1150,1
Noord-Brabant,1157,1
Noord-Brabant,1220,2
Noord-Brabant,1241,1
Noord-Brabant,1250,12
Noord-Brabant,1261,1
Noord-Brabant,1275,1
Noord-Brabant,1280,1
Noord-Brabant,1285,1
Noord-Brabant,1290,1
Noord-Brabant,1293,1
Noord-Brabant,1299,1
Noord-Brabant,1300,7
Noord-Brabant,1303,1
Noord-Brabant,1315,1
Noord-Brabant,1325,2
Noord-Brabant,1340,1
Noord-Brabant,1348,1
Noord-Brabant,1350,15
Noord-Brabant,1351,1
Noord-Brabant,1360,1
Noord-Brabant,1368,3
Noord-Brabant,1375,3
Noord-Brabant,1380,3
Noord-Brabant,1386,1
Noord-Brabant,1387,1
Noord-Brabant,1388,1
Noord-Brabant,1390,1
Noord-Brabant,1391,1
Noord-Brabant,1394,1
Noord-Brabant,1397,3
Noord-Brabant,1399,1
Noord-Brabant,1400,36
Noord-Brabant,1401,1
Noord-Brabant,1403,1
Noord-Brabant,1410,1
Noord-Brabant,1420,9
Noord-Brabant,1421,1
Noord-Brabant,1422,1
Noord-Brabant,1423,1
Noord-Brabant,1425,3
Noord-Brabant,1426,1
Noord-Brabant,1428,2
Noord-Brabant,1429,1
Noord-Brabant,1430,3
Noord-Brabant,1432,1
Noord-Brabant,1435,2
Noord-Brabant,1437,3
Noord-Brabant,1438,1
Noord-Brabant,1440,4
Noord-Brabant,1445,1
Noord-Brabant,1448,1
Noord-Brabant,1450,69
Noord-Brabant,1451,1
Noord-Brabant,1455,1
Noord-Brabant,1460,1
Noord-Brabant,1463,6
Noord-Brabant,1464,2
Noord-Brabant,1465,1
Noord-Brabant,1468,1
Noord-Brabant,1472,1
Noord-Brabant,1473,1
Noord-Brabant,1475,10
Noord-Brabant,1476,1
Noord-Brabant,1479,1
Noord-Brabant,1480,6
Noord-Brabant,1485,2
Noord-Brabant,1488,1
Noord-Brabant,1490,2
Noord-Brabant,1492,1
Noord-Brabant,1494,1
Noord-Brabant,1495,2
Noord-Brabant,1500,107
Noord-Brabant,1501,1
Noord-Brabant,1506,1
Noord-Brabant,1507,1
Noord-Brabant,1508,2
Noord-Brabant,1509,3
Noord-Brabant,1510,2
Noord-Brabant,1511,2
Noord-Brabant,1512,3
Noord-Brabant,1513,1
Noord-Brabant,1514,1
Noord-Brabant,1515,2
Noord-Brabant,1518,1
Noord-Brabant,1520,3
Noord-Brabant,1521,2
Noord-Brabant,1525,3
Noord-Brabant,1526,1
Noord-Brabant,1529,1
Noord-Brabant,1533,1
Noord-Brabant,1534,4
Noord-Brabant,1535,1
Noord-Brabant,1536,4
Noord-Brabant,1537,5
Noord-Brabant,1539,1
Noord-Brabant,1540,4
Noord-Brabant,1543,1
